line_item_id,service_order_id,part_id,line_type,description,quantity,unit_price,line_total
90475,80160,70118,PART,Headlight Assembly,4,697.48,2789.92
90476,80160,70241,Part,Headlight Assembly,2,1438.71,2877.42
90477,80161,,labor,Labor - Oil Change,2,139.99,279.98
90478,80162,,labor,Labor - Oil Change,2,74.38,148.76
90479,80162,70333,PART,Spark Plug,3,431.76,1295.28
90480,80163,70420,Part,Battery,1,1110.84,1110.84
90481,80163,70171,PART,Spark Plug,3,844.0,2532.0
90482,80163,70377,PART,Alternator,4,691.76,2767.04
90483,80163,70416,Part,Brake Pad Set,1,736.8,736.8
90484,80163,,Labor,Labor - Inspection,2,52.1,104.2
90485,80164,,LABOR,Labor - Inspection,3,220.27,660.81
90486,80164,70432,Part,Tire,1,354.73,354.73
90487,80164,,LABOR,Labor - Brake Job,4,187.99,751.96
90488,80165,,LABOR,Labor - Oil Change,4,245.75,983.0
90489,80166,,labor,Labor - Brake Job,3,95.7,287.1
90490,80166,70134,PART,Tire,4,1147.67,4590.68
90491,80166,70335,Part,Brake Pad Set,4,901.19,3604.76
90492,80166,70066,Part,Tire,1,899.47,899.47
90493,80167,70247,Part,Headlight Assembly,4,70.63,282.52
90494,80167,70052,PART,Oil Filter,1,848.64,848.64
90495,80167,,LABOR,Labor - Inspection,1,101.13,101.13
90496,80168,,LABOR,Labor - Inspection,1,210.72,210.72
90497,80168,70025,part,Brake Pad Set,4,1081.29,4325.16
90498,80168,,LABOR,Labor - Brake Job,3,234.33,702.99
90499,80169,70264,part,Brake Pad Set,3,727.45,2182.35
90500,80169,70049,PART,Spark Plug,1,1304.23,1304.23
90501,80170,70105,part,Battery,1,7.75,7.75
90502,80170,70221,PART,Alternator,3,721.8,2165.4
90503,80170,,LABOR,Labor - Oil Change,3,176.1,528.3
90504,80171,70035,Part,Headlight Assembly,4,1372.25,5489.0
90505,80172,,Labor,Labor - Inspection,3,128.07,384.21
90506,80172,70266,part,Spark Plug,2,722.43,1444.86
90507,80173,70146,Part,Oil Filter,1,725.13,725.13
90508,80173,,Labor,Diagnostic,4,121.2,484.8
90509,80174,,labor,Diagnostic,1,219.2,219.2
90510,80174,,Labor,Diagnostic,4,225.03,900.12
90511,80174,70160,part,Oil Filter,1,1157.18,1157.18
90512,80175,70115,Part,Radiator,1,287.32,287.32
90513,80175,70071,part,Headlight Assembly,1,998.37,998.37
90514,80176,,labor,Labor - Inspection,2,81.19,162.38
90515,80176,,labor,Labor - Oil Change,1,164.91,164.91
90516,80176,70215,part,Tire,4,-189.83,-759.32
90517,80176,70412,PART,Oil Filter,1,143.66,143.66
90518,80177,70216,part,Oil Filter,-2,961.82,-1923.64
90519,80177,,Labor,Labor - Brake Job,3,184.64,553.92
90520,80177,70171,part,Spark Plug,2,844.0,1688.0
90521,80177,,labor,Labor - Oil Change,4,-205.68,-822.72
90522,80178,70377,Part,Alternator,4,691.76,2767.04
90523,80178,,labor,Labor - Oil Change,1,72.59,72.59
90524,80179,,LABOR,Labor - Inspection,2,81.09,162.18
90525,80179,,Labor,Labor - Inspection,1,91.65,91.65
90526,80180,70123,PART,Alternator,2,528.48,1056.96
90527,80180,,LABOR,Labor - Inspection,2,139.3,278.6
90528,80180,70237,part,Radiator,4,510.27,2041.08
90529,80180,,labor,Diagnostic,2,205.65,411.3
90530,80181,70371,Part,Headlight Assembly,1,304.75,304.75
90531,80181,70095,part,Oil Filter,3,518.73,1556.19
90532,80181,70462,Part,Alternator,2,891.53,1783.06
90533,80181,,labor,Labor - Oil Change,1,146.19,146.19
90534,80182,,Labor,Diagnostic,2,110.24,220.48
90535,80183,,labor,Labor - Oil Change,1,77.46,81.48
90536,80183,,LABOR,Labor - Inspection,3,205.44,616.32
90537,80183,70001,Part,Alternator,3,717.64,2152.92
90538,80183,70056,PART,Headlight Assembly,3,1312.89,3938.67
90539,80184,70443,PART,Oil Filter,2,524.87,1049.74
90540,80184,,LABOR,Labor - Brake Job,4,287.46,1149.84
90541,80184,70169,PART,Headlight Assembly,1,923.84,923.84
90542,80184,70288,part,Radiator,1,510.72,510.72
90543,80184,,LABOR,Labor - Inspection,2,92.23,184.46
90544,80185,70295,PART,Brake Pad Set,2,1127.78,2255.56
90545,80185,70259,Part,Spark Plug,1,1147.26,1147.26
90546,80186,70013,Part,Oil Filter,1,1194.31,1194.31
90547,80186,,labor,Labor - Brake Job,3,120.51,361.53
90548,80186,,labor,Diagnostic,2,125.85,251.7
90549,80187,70388,part,Radiator,3,756.42,2269.26
90550,80187,70128,part,Oil Filter,3,441.25,1323.75
90551,80187,70185,PART,Brake Pad Set,1,461.82,461.82
90552,80188,,LABOR,Labor - Oil Change,4,79.35,317.4
90553,80188,,labor,Labor - Inspection,1,189.1,189.1
90554,80188,,LABOR,Labor - Inspection,3,98.79,296.37
90555,80188,70441,Part,Brake Pad Set,1,568.12,568.12
90556,80189,70368,part,Brake Pad Set,4,1021.25,4085.0
90557,80189,,labor,Labor - Brake Job,4,138.21,552.84
90558,80189,70232,PART,Brake Pad Set,2,-985.86,-1971.72
90559,80189,,Labor,Labor - Inspection,2,279.14,558.28
90560,80190,,Labor,Labor - Oil Change,4,134.54,538.16
90561,80190,70321,Part,Radiator,3,816.01,2448.03
90562,80191,70134,part,Tire,4,1147.67,4590.68
90563,80192,,Labor,Diagnostic,-2,175.46,-350.92
90564,80193,,labor,Labor - Inspection,3,255.71,767.13
90565,80193,,LABOR,Labor - Oil Change,1,80.84,80.84
90566,80193,70042,PART,Battery,2,909.87,1819.74
90567,80193,,LABOR,Labor - Brake Job,4,270.01,1080.04
90568,80194,,LABOR,Labor - Inspection,3,127.07,381.21
90569,80194,70082,part,Spark Plug,3,765.39,2296.17
90570,80194,70415,Part,Headlight Assembly,3,1221.22,3663.66
90571,80194,70120,part,Radiator,4,1355.51,5422.04
90572,80194,,Labor,Labor - Oil Change,3,52.92,158.76
90573,80195,,Labor,Labor - Oil Change,3,280.29,840.87
90574,80195,70114,PART,Tire,3,482.73,1448.19
90575,80195,70465,PART,Alternator,4,819.26,3277.04
90576,80196,70041,PART,Spark Plug,2,1001.89,2003.78
90577,80197,70100,part,Brake Pad Set,2,1036.71,2073.42
90578,80197,70158,PART,Tire,3,864.41,2593.23
90579,80198,70346,Part,Spark Plug,1,1011.96,1011.96
90580,80198,,Labor,Diagnostic,3,147.5,442.5
90581,80199,70108,PART,Headlight Assembly,3,79.66,238.98
90582,80200,,LABOR,Labor - Oil Change,2,95.65,191.3
90583,80200,,Labor,Labor - Brake Job,3,166.47,499.41
90584,80200,70463,part,Alternator,3,891.52,2674.56
90585,80200,,labor,Labor - Brake Job,2,67.43,134.86
90586,80200,70119,Part,Tire,2,741.82,1483.64
90587,80201,,LABOR,Labor - Oil Change,2,133.06,266.12
90588,80201,70234,Part,Radiator,4,271.96,1087.84
90589,80201,70464,PART,Battery,1,865.82,865.82
90590,80201,70284,Part,Oil Filter,2,754.04,1508.08
90591,80201,70100,part,Brake Pad Set,1,1036.71,1036.71
90592,80202,70447,PART,Brake Pad Set,3,971.34,2914.02
90593,80203,70418,part,Oil Filter,2,722.98,1445.96
90594,80204,,LABOR,Labor - Inspection,3,207.57,622.71
90595,80204,70428,PART,Tire,1,441.68,441.68
90596,80205,70028,part,Alternator,2,1030.71,2061.42
90597,80206,70109,part,Tire,3,175.88,543.36
90598,80207,70490,Part,Battery,2,61.01,122.02
90599,80207,,Labor,Labor - Brake Job,3,148.81,446.43
90600,80207,,labor,Diagnostic,3,287.21,861.63
90601,80207,70002,Part,Brake Pad Set,1,1131.45,1131.45
90602,80207,,LABOR,Labor - Inspection,3,223.23,669.69
90603,80208,70157,part,Oil Filter,1,999.88,999.88
90604,80208,,Labor,Diagnostic,1,158.8,158.8
90605,80208,70263,PART,Battery,3,788.71,2366.13
90606,80208,70479,part,Alternator,4,504.57,2018.28
90607,80209,70233,PART,Oil Filter,4,1004.39,4017.56
90608,80209,,LABOR,Labor - Inspection,3,256.72,770.16
90609,80209,,Labor,Labor - Inspection,4,54.99,219.96
90610,80209,,labor,Labor - Inspection,2,261.78,523.56
90611,80209,70400,Part,Radiator,2,1227.2,2454.4
90612,80210,,Labor,Labor - Inspection,1,267.27,267.27
90613,80210,70027,PART,Brake Pad Set,3,554.21,1662.63
90614,80210,555555555,part,Unknown Part,1,493.97,493.97
90615,80210,70452,PART,Alternator,4,1132.6,4530.4
90616,80211,70002,Part,Brake Pad Set,3,1131.45,3394.35
90617,80211,70145,part,Battery,4,114.59,458.36
90618,80211,70040,part,Headlight Assembly,1,692.03,692.03
90619,80211,,labor,Labor - Brake Job,2,236.48,472.96
90620,80212,70203,part,Tire,3,1167.39,3502.17
90621,80213,,Labor,Labor - Brake Job,2,91.95,183.9
90622,80213,70165,PART,Spark Plug,2,751.58,1503.16
90623,80213,,Labor,Diagnostic,4,78.55,314.2
90624,80213,,Labor,Labor - Oil Change,4,-294.05,-1176.2
90625,80213,70400,PART,Radiator,2,1227.2,2454.4
90626,80214,70050,PART,Tire,4,237.76,951.04
90627,80214,70218,Part,Radiator,1,465.89,465.89
90628,80214,,Labor,Diagnostic,2,180.76,361.52
90629,80215,70315,PART,Battery,2,1470.36,2940.72
90630,80215,70458,Part,Brake Pad Set,3,594.22,1782.66
90631,80215,70110,PART,Radiator,4,1034.36,4137.44
90632,80215,70465,Part,Alternator,2,819.26,1638.52
90633,80216,70114,Part,Tire,2,482.73,965.46
90634,80216,70381,part,Brake Pad Set,1,507.24,507.24
90635,80216,,LABOR,Labor - Brake Job,4,257.4,1029.6
90636,80216,70093,part,Alternator,1,437.16,437.16
90637,80217,,labor,Diagnostic,4,268.23,1072.92
90638,80217,70329,PART,Spark Plug,3,748.73,2246.19
90639,80218,70324,Part,Radiator,2,602.0,1204.0
90640,80218,70270,PART,Brake Pad Set,4,1520.48,6081.92
90641,80218,70439,PART,Battery,3,1069.48,3208.44
90642,80219,70247,PART,Headlight Assembly,4,70.63,282.52
90643,80219,70458,part,Brake Pad Set,3,594.22,1782.66
90644,80219,,Labor,Labor - Brake Job,4,90.37,361.48
90645,80220,70053,PART,Headlight Assembly,3,564.91,1694.73
90646,80220,70154,PART,Spark Plug,3,287.11,861.33
90647,80220,70308,Part,Brake Pad Set,4,490.33,1961.32
90648,80220,70396,part,Brake Pad Set,1,836.47,836.47
90649,80220,70075,part,Battery,1,1054.18,1054.18
90650,80221,,LABOR,Labor - Inspection,4,73.25,293.0
90651,80221,70100,part,Brake Pad Set,1,1036.71,1036.71
90652,80221,,labor,Labor - Brake Job,1,55.63,55.63
90653,80221,70156,Part,Battery,3,398.32,1194.96
90654,80222,,Labor,Labor - Oil Change,4,204.95,819.8
90655,80222,70156,Part,Battery,3,398.32,1194.96
90656,80223,,labor,Labor - Oil Change,1,241.72,241.72
90657,80223,70451,part,Alternator,2,900.94,1801.88
90658,80223,,Labor,Diagnostic,2,278.69,557.38
90659,80223,,Labor,Labor - Brake Job,4,204.51,818.04
90660,80224,70348,PART,Tire,1,1053.61,1053.61
90661,80225,70242,Part,Brake Pad Set,3,984.63,2953.89
90662,80225,,labor,Labor - Brake Job,2,174.4,348.8
90663,80225,70004,PART,Radiator,2,350.88,701.76
90664,80225,70216,part,Oil Filter,3,961.82,2885.46
90665,80225,70293,Part,Oil Filter,3,373.16,1119.48
90666,80226,70010,part,Tire,2,87.81,175.62
90667,80226,555555555,PART,Unknown Part,4,330.19,1320.76
90668,80227,70348,part,Tire,2,1053.61,2107.22
90669,80227,70245,Part,Brake Pad Set,4,981.42,3925.68
90670,80227,70304,part,Battery,1,614.11,614.11
90671,80227,70353,PART,Tire,2,90.64,181.28
90672,80228,70190,part,Headlight Assembly,1,1345.15,1345.15
90673,80229,70238,Part,Tire,1,1145.02,1145.02
90674,80229,,Labor,Labor - Inspection,3,194.46,583.38
90675,80229,70001,PART,Alternator,3,717.64,2152.92
90676,80230,70032,Part,Alternator,3,318.07,954.21
90677,80231,70242,part,Brake Pad Set,4,984.63,3938.52
90678,80231,,Labor,Labor - Inspection,2,67.71,135.42
90679,80231,,LABOR,Labor - Inspection,3,-116.65,-349.95
90680,80232,70343,PART,Oil Filter,4,1373.22,5492.88
90681,80233,70157,part,Oil Filter,2,999.88,1999.76
90682,80233,70137,part,Brake Pad Set,2,907.48,1814.96
90683,80233,70488,Part,Tire,3,664.6,1993.8
90684,80233,,labor,Labor - Inspection,3,166.16,498.48
90685,80233,70249,PART,Radiator,3,987.34,2962.02
90686,80234,,labor,Diagnostic,3,217.21,651.63
90687,80235,,LABOR,Diagnostic,2,234.16,468.32
90688,80235,,Labor,Labor - Inspection,1,89.43,89.43
90689,80235,,Labor,Diagnostic,3,173.56,520.68
90690,80235,70178,Part,Spark Plug,3,482.84,1448.52
90691,80236,70478,part,Radiator,4,963.67,3854.68
90692,80237,,LABOR,Labor - Oil Change,3,136.37,409.11
90693,80237,70132,PART,Oil Filter,1,961.33,961.33
90694,80237,,LABOR,Diagnostic,2,173.51,347.02
90695,80238,,labor,Labor - Brake Job,4,55.68,222.72
90696,80238,,Labor,Diagnostic,1,293.27,293.27
90697,80238,,labor,Labor - Oil Change,1,298.19,298.19
90698,80239,70158,PART,Tire,2,864.41,1728.82
90699,80239,,LABOR,Labor - Oil Change,2,137.87,275.74
90700,80239,70127,Part,Oil Filter,1,1054.86,1054.86
90701,80239,70065,part,Alternator,4,782.73,3130.92
90702,80239,70208,part,Spark Plug,3,930.26,2790.78
90703,80240,,labor,Labor - Brake Job,2,247.26,494.52
90704,80240,,Labor,Labor - Inspection,3,273.56,820.68
90705,80240,,Labor,Diagnostic,2,81.02,162.04
90706,80240,70264,PART,Brake Pad Set,-4,727.45,-2909.8
90707,80241,70180,Part,Battery,4,798.26,3193.04
90708,80241,70356,Part,Spark Plug,4,644.35,2577.4
90709,80241,70039,part,Alternator,4,1014.97,4059.88
90710,80241,,LABOR,Labor - Brake Job,3,128.75,386.25
90711,80241,70317,Part,Oil Filter,4,1196.1,4784.4
90712,80242,70041,PART,Spark Plug,3,1001.89,3005.67
90713,80242,70100,Part,Brake Pad Set,4,1036.71,4146.84
90714,80243,70411,Part,Alternator,1,1151.57,1151.57
90715,80243,,LABOR,Labor - Inspection,3,150.37,451.11
90716,80243,70277,part,Alternator,4,158.41,633.64
90717,80244,70483,part,Oil Filter,4,626.2,2504.8
90718,80244,70437,part,Battery,4,298.72,1194.88
90719,80245,,Labor,Labor - Brake Job,4,129.0,516.0
90720,80245,70486,part,Tire,4,1082.7,4330.8
90721,80245,70295,Part,Brake Pad Set,-3,1127.78,-3383.34
90722,80245,,Labor,Labor - Inspection,3,158.47,475.41
90723,80246,70243,part,Radiator,2,916.87,1833.74
90724,80246,70155,part,Spark Plug,2,652.09,1304.18
90725,80247,70278,PART,Alternator,4,437.3,1749.2
90726,80247,,Labor,Diagnostic,4,100.89,403.56
90727,80247,,Labor,Labor - Brake Job,4,176.72,706.88
90728,80247,70225,Part,Oil Filter,2,604.53,1209.06
90729,80247,70255,Part,Battery,2,253.86,507.72
90730,80248,,labor,Labor - Brake Job,1,127.9,127.9
90731,80248,,LABOR,Labor - Inspection,2,179.98,359.96
90732,80248,70154,part,Spark Plug,2,287.11,574.22
90733,80248,,labor,Labor - Brake Job,3,282.75,848.25
90734,80249,70044,part,Battery,2,665.02,1330.04
90735,80250,,labor,Labor - Inspection,1,115.07,115.07
90736,80250,,LABOR,Diagnostic,3,78.74,236.22
90737,80250,70327,PART,Spark Plug,2,353.49,706.98
90738,80250,,LABOR,Diagnostic,1,160.36,160.36
90739,80250,70495,PART,Headlight Assembly,3,-1018.21,-3054.63
90740,80251,70458,part,Brake Pad Set,4,594.22,2376.88
90741,80251,70136,PART,Battery,2,60.61,121.22
90742,80251,70319,part,Brake Pad Set,3,569.31,1707.93
90743,80251,70041,part,Spark Plug,1,1001.89,1001.89
90744,80251,70434,part,Radiator,1,1030.45,1030.45
90745,80252,70280,PART,Battery,4,930.13,3720.52
90746,80252,,labor,Labor - Oil Change,4,184.93,739.72
90747,80252,,Labor,Labor - Inspection,2,142.69,285.38
90748,80252,70273,Part,Spark Plug,1,865.77,865.77
90749,80252,70080,part,Alternator,2,877.67,1755.34
90750,80253,70371,Part,Headlight Assembly,1,304.75,304.75
90751,80254,70260,Part,Spark Plug,4,723.39,2893.56
90752,80254,70458,PART,Brake Pad Set,3,594.22,1782.66
90753,80254,70385,PART,Brake Pad Set,3,775.15,2325.45
90754,80254,,Labor,Labor - Inspection,1,122.45,122.45
90755,80255,,Labor,Labor - Oil Change,3,274.26,822.78
90756,80255,70124,PART,Oil Filter,2,545.13,1090.26
90757,80255,70273,Part,Spark Plug,3,865.77,2597.31
90758,80256,70176,PART,Radiator,4,456.34,1825.36
90759,80256,70352,Part,Alternator,4,897.39,3589.56
90760,80256,70206,PART,Radiator,1,545.75,545.75
90761,80256,70448,Part,Headlight Assembly,3,828.65,2485.95
90762,80257,70404,Part,Radiator,2,47.57,95.14
90763,80258,,labor,Labor - Inspection,4,104.91,419.64
90764,80258,70283,Part,Headlight Assembly,3,231.58,694.74
90765,80258,,labor,Diagnostic,2,203.19,406.38
90766,80258,,LABOR,Diagnostic,2,194.63,389.26
90767,80259,70439,Part,Battery,1,1069.48,1069.48
90768,80259,,labor,Labor - Brake Job,3,175.08,525.24
90769,80259,,LABOR,Labor - Inspection,1,122.6,122.6
90770,80260,70175,PART,Spark Plug,2,364.08,728.16
90771,80260,,LABOR,Labor - Oil Change,1,155.74,155.74
90772,80260,70356,part,Spark Plug,1,644.35,644.35
90773,80260,70110,PART,Radiator,1,1034.36,1034.36
90774,80260,70162,Part,Tire,1,43.94,43.94
90775,80261,,Labor,Diagnostic,2,133.79,267.58
90776,80261,,LABOR,Diagnostic,4,230.7,922.8
90777,80261,70312,Part,Headlight Assembly,1,343.63,343.63
90778,80261,70147,part,Tire,1,822.33,822.33
90779,80261,,Labor,Labor - Brake Job,4,126.43,505.72
90780,80262,,labor,Diagnostic,3,261.57,784.71
90781,80263,,LABOR,Labor - Inspection,3,143.26,429.78
90782,80264,,labor,Labor - Brake Job,4,178.95,715.8
90783,80264,,labor,Diagnostic,4,67.57,270.28
90784,80264,70288,PART,Radiator,3,510.72,1532.16
90785,80264,70257,PART,Radiator,1,837.71,837.71
90786,80264,,labor,Diagnostic,2,140.42,280.84
90787,80265,70395,Part,Spark Plug,2,965.13,1930.26
90788,80265,70428,part,Tire,2,441.68,883.36
90789,80265,,labor,Diagnostic,1,187.03,187.03
90790,80266,70094,PART,Alternator,3,1154.2,3462.6
90791,80267,70344,Part,Brake Pad Set,3,10.5,31.5
90792,80267,70332,Part,Brake Pad Set,3,-68.08,-204.24
90793,80267,,labor,Labor - Inspection,4,216.27,865.08
90794,80267,70158,Part,Tire,4,864.41,3457.64
90795,80268,,LABOR,Diagnostic,2,291.59,583.18
90796,80268,70161,PART,Battery,3,112.56,337.68
90797,80268,70015,Part,Alternator,3,837.39,2512.17
90798,80268,70458,Part,Brake Pad Set,2,594.22,1188.44
90799,80269,70377,Part,Alternator,4,691.76,2767.04
90800,80269,70478,PART,Radiator,1,963.67,963.67
90801,80269,70060,Part,Oil Filter,3,515.48,1546.44
90802,80270,70203,part,Tire,4,1167.39,4669.56
90803,80270,70249,part,Radiator,2,987.34,1974.68
90804,80270,70367,PART,Alternator,2,813.2,1626.4
90805,80270,70042,part,Battery,4,909.87,3639.48
90806,80271,70098,Part,Headlight Assembly,4,759.61,3038.44
90807,80271,70495,Part,Headlight Assembly,1,1018.21,1018.21
90808,80271,70231,part,Battery,4,314.35,1257.4
90809,80272,70181,part,Tire,3,282.11,846.33
90810,80273,70107,PART,Brake Pad Set,1,776.37,776.37
90811,80273,,Labor,Labor - Inspection,3,160.57,481.71
90812,80273,,labor,Labor - Brake Job,1,193.39,193.39
90813,80274,,labor,Labor - Inspection,1,284.04,284.04
90814,80274,70244,Part,Alternator,2,864.36,1728.72
90815,80274,70055,part,Battery,3,695.19,2085.57
90816,80274,70032,PART,Alternator,3,318.07,954.21
90817,80274,,LABOR,Labor - Brake Job,1,274.56,274.56
90818,80275,,labor,Diagnostic,3,54.94,164.82
90819,80276,70155,part,Spark Plug,1,652.09,659.86
90820,80276,70394,part,Radiator,2,937.42,1874.84
90821,80277,70446,part,Spark Plug,1,159.17,159.17
90822,80277,,labor,Labor - Brake Job,4,115.85,463.4
90823,80277,,labor,Labor - Inspection,2,65.1,130.2
90824,80277,70420,PART,Battery,1,1110.84,1110.84
90825,80277,70477,Part,Brake Pad Set,3,761.4,2284.2
90826,80278,70225,part,Oil Filter,1,604.53,604.53
90827,80278,70386,Part,Tire,4,202.97,811.88
90828,80278,70065,PART,Alternator,1,782.73,782.73
90829,80278,70460,PART,Tire,2,542.83,1085.66
90830,80278,70206,Part,Radiator,4,545.75,2183.0
90831,80279,,LABOR,Diagnostic,4,274.85,1099.4
90832,80279,,Labor,Labor - Brake Job,2,130.5,261.0
90833,80279,,Labor,Diagnostic,1,193.52,193.52
90834,80279,70173,Part,Brake Pad Set,3,16.13,48.39
90835,80280,70439,Part,Battery,1,1069.48,1069.48
90836,80280,,labor,Labor - Brake Job,3,194.01,582.03
90837,80280,,LABOR,Labor - Inspection,2,148.72,297.44
90838,80280,70286,PART,Tire,2,180.49,360.98
90839,80280,,labor,Labor - Oil Change,1,155.82,155.82
90840,80281,70076,PART,Tire,2,1330.16,2660.32
90841,80281,,LABOR,Diagnostic,1,194.45,194.45
90842,80282,70007,Part,Tire,2,794.63,1589.26
90843,80282,70012,part,Radiator,3,188.92,566.76
90844,80282,,LABOR,Labor - Oil Change,1,200.23,200.23
90845,80282,,labor,Labor - Oil Change,3,67.09,201.27
90846,80282,70079,part,Headlight Assembly,2,533.5,1067.0
90847,80283,,LABOR,Diagnostic,1,59.01,59.01
90848,80284,70085,Part,Alternator,1,318.32,318.32
90849,80284,,LABOR,Labor - Oil Change,4,237.91,951.64
90850,80284,70368,part,Brake Pad Set,3,1021.25,3063.75
90851,80284,70092,part,Tire,2,832.24,1664.48
90852,80284,,LABOR,Labor - Inspection,3,221.7,649.69
90853,80285,70308,part,Brake Pad Set,1,490.33,490.33
90854,80285,,labor,Labor - Brake Job,1,217.14,217.14
90855,80286,70152,PART,Oil Filter,3,1048.86,3146.58
90856,80286,70150,part,Alternator,2,822.11,1644.22
90857,80286,70208,Part,Spark Plug,1,930.26,930.26
90858,80286,70341,Part,Headlight Assembly,1,570.1,570.1
90859,80287,,labor,Labor - Oil Change,2,246.26,492.52
90860,80287,70143,Part,Battery,1,146.74,146.74
90861,80287,,labor,Diagnostic,1,281.71,281.71
90862,80287,70011,part,Battery,1,662.72,662.72
90863,80287,70144,part,Spark Plug,3,944.58,2833.74
90864,80288,70470,PART,Tire,3,177.31,531.93
90865,80288,70106,part,Brake Pad Set,4,205.94,823.76
90866,80288,70065,PART,Alternator,3,782.73,2348.19
90867,80288,70174,Part,Spark Plug,4,327.47,1309.88
90868,80289,70236,part,Battery,4,817.99,3271.96
90869,80289,70090,Part,Alternator,1,477.75,477.75
90870,80289,70141,PART,Oil Filter,3,962.14,2886.42
90871,80289,70287,PART,Brake Pad Set,2,-51.53,-103.06
90872,80289,70344,PART,Brake Pad Set,4,10.5,42.0
90873,80290,70389,PART,Battery,2,108.02,216.04
90874,80290,,Labor,Labor - Oil Change,1,257.36,257.36
90875,80290,70387,part,Radiator,2,778.06,1556.12
90876,80290,,Labor,Labor - Brake Job,2,161.91,323.82
90877,80291,,LABOR,Labor - Brake Job,2,72.18,144.36
90878,80291,70030,PART,Radiator,3,1061.78,3185.34
90879,80291,70372,Part,Headlight Assembly,3,511.0,1533.0
90880,80292,70121,Part,Oil Filter,3,1093.71,3281.13
90881,80292,,LABOR,Labor - Brake Job,4,126.13,504.52
90882,80292,,LABOR,Labor - Oil Change,2,85.28,170.56
90883,80292,70164,PART,Radiator,2,811.58,1623.16
